Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"B Roy, E Paquette, P Poulin",Particle upsampling as a flexible post-processing approach to increase details in animations of splashing liquids,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320300273,"https://scholar.google.com/scholar?cites=17333218225928948039&as_sdt=2005&sciodt=0,5&hl=en",408,2025-02-16 20:07:31,,,,,,,,,4,0.8,1,3,5,Realistic and detailed liquid splashes require costly fine-scale discretization. We present an efficient post-processing approach for particle-based methods to locally improve the …,,"https://scholar.google.com/scholar?q=related:R0nSIiT2i_AJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
9,"A Raffo, S Biasotti",Data-driven quasi-interpolant spline surfaces for point cloud approximation,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320300558,"https://scholar.google.com/scholar?cites=14674337224961312504&as_sdt=2005&sciodt=0,5&hl=en",414,2025-02-16 20:07:31,,,,,,,,,9,1.8,5,2,5,"In this paper we investigate a local surface approximation, the Weighted Quasi Interpolant Spline Approximation (wQISA), specifically designed for large and noisy point clouds. We …",https://arxiv.org/pdf/1906.04003,"https://scholar.google.com/scholar?q=related:-EYcSPW3pcsJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
4,"HR Schubert, AC Jalba, AC Telea",Feature preserving noise removal for binary voxel volumes using 3D surface skeletons,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320300017,"https://scholar.google.com/scholar?cites=7417402213898116072&as_sdt=2005&sciodt=0,5&hl=en",419,2025-02-16 20:07:31,,,,,,,,,4,0.8,1,3,5,Skeletons are well-known descriptors that capture the geometry and topology of 2D and 3D shapes. We leverage these properties by using surface skeletons to remove noise from 3D …,https://research.rug.nl/files/133140709/1_s2.0_S0097849320300017_main.pdf,"https://scholar.google.com/scholar?q=related:6NuXswPo72YJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
5,"L Čomić, P Magillo",On Hamiltonian cycles in the FCC grid,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320300662,"https://scholar.google.com/scholar?cites=11998807964406897479&as_sdt=2005&sciodt=0,5&hl=en",420,2025-02-16 20:07:31,,,,,,,,,5,1.0,3,2,5,"The face centered cubic (FCC) grid is a space-filling grid, one of the alternatives to the traditional cubic one. We show that there are five Hamiltonian cycles (non-equivalent up to …",https://ggg.dibris.unige.it/pdf/postprint_SMI2020.pdf,"https://scholar.google.com/scholar?q=related:R9uZbkVUhKYJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
4,"LS Ferreira, L Sacht",Bounded biharmonic blending of Möbius transformations for flexible omnidirectional image rectification,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784932030145X,"https://scholar.google.com/scholar?cites=13137433719671774360&as_sdt=2005&sciodt=0,5&hl=en",426,2025-02-16 20:07:31,,,,,,,,,4,0.8,2,2,5,"We propose a new method to correct distortions in equirectangular images, ie, images that use the longitude/latitude representation to describe the full spherical field of view around a …",https://leo-souto.github.io/BBW_Moebius/Preprint_SoutoFerreira_Sacht_2020_compressed.pdf,"https://scholar.google.com/scholar?q=related:mFxG6VyKUbYJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
3,"Z Wu, X Chen, L Yu, A Telea, J Kosinka",Co-skeletons: Consistent curve skeletons for shape families,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320300571,"https://scholar.google.com/scholar?cites=6884642370211022260&as_sdt=2005&sciodt=0,5&hl=en",429,2025-02-16 20:07:31,,,,,,,,,3,0.6,1,5,5,"We present co-skeletons, a new method that computes consistent curve skeletons for 3D shapes from a given family. We compute co-skeletons in terms of sampling density and …",https://research.rug.nl/files/133139045/1_s2.0_S0097849320300571_main.pdf,"https://scholar.google.com/scholar?q=related:tAUIYsIpi18J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
4,"J Zhao, C Zong, L Cao, S Chen, G Liu, J Xu, S Xin",Automatically modeling piecewise planar furniture shapes from unorganized point cloud,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320300704,"https://scholar.google.com/scholar?cites=13558302133659101360&as_sdt=2005&sciodt=0,5&hl=en",432,2025-02-16 20:07:31,,,,,,,,,4,0.8,1,7,5,"Piecewise planar 3D objects are very common in digital furniture manufacturing. In this paper, we propose a novel method for automatic reconstruction of 3D objects with planar …",,"https://scholar.google.com/scholar?q=related:sOgrovTDKLwJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
4,"ST Noh, K Takahashi, M Adachi, T Igarashi",Shape refinement and rigging of raw-scanned 3D volume by a user-specified skeleton,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784932030011X,"https://scholar.google.com/scholar?cites=13144217894465764871&as_sdt=2005&sciodt=0,5&hl=en",442,2025-02-16 20:07:31,,,,,,,,,4,0.8,1,4,5,"RGB-D camera-based scanning has increased in popularity; however, raw-scanned three-dimensional (3D) models contain several issues, such as fused arms and legs, that hinder …",,"https://scholar.google.com/scholar?q=related:B_72sYikabYJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
5,"J Males, E Monclús, J Diaz, I Navazo, PP Vazquez",Interactive framework for the visual exploration of colonic data,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320300947,"https://scholar.google.com/scholar?cites=2831657117069166051&as_sdt=2005&sciodt=0,5&hl=en",445,2025-02-16 20:07:31,,,,,,,,,5,1.0,1,5,5,"Computerized Tomography (CT) and, more recently, Magnetic Resonance Imaging (MRI) have become the state-of-the art techniques for morpho-volumetric analysis of abdominal …",https://upcommons.upc.edu/bitstream/handle/2117/329648/InteractiveExplorationOfColonicData.pdf?sequence=5,"https://scholar.google.com/scholar?q=related:40WdLCURTCcJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
1,"D Dinev, W Guo, P Kadle�?ek, L Kavan",Solving for muscle blending using data,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320301394,"https://scholar.google.com/scholar?cites=3665680889584283536&as_sdt=2005&sciodt=0,5&hl=en",454,2025-02-16 20:07:31,,,,,,,,,1,0.2,0,4,5,Modeling of the human face is a challenging yet important problem in computer graphics. Building accurate muscle models for physics-based simulation of the face is a problem that …,https://www.sciencedirect.com/science/article/am/pii/S0097849320301394,"https://scholar.google.com/scholar?q=related:kO-b81gd3zIJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
3,"I Goudé, J Lacoche, R Cozot",Tone mapping high dynamic 3D scenes with global lightness coherency,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320301229,"https://scholar.google.com/scholar?cites=412032747593801952&as_sdt=2005&sciodt=0,5&hl=en",461,2025-02-16 20:07:31,,,,,,,,,3,0.6,1,3,5,We propose a new approach for real-time Tone Mapping Operator dedicated to High Dynamic Range rendering of interactive 3D scenes. The proposed method considers the …,https://www.sciencedirect.com/science/article/am/pii/S0097849320301229,"https://scholar.google.com/scholar?q=related:4CAo1JnVtwUJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
4,"L Garrison, J Vaší�?ek, AR Craven, R Grüner, ...",Interactive visual exploration of metabolite ratios in MR spectroscopy studies,2020,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320301199,"https://scholar.google.com/scholar?cites=8132635794898347025&as_sdt=2005&sciodt=0,5&hl=en",469,2025-02-16 20:07:31,HTML,10.1016/j.cag.2020.08.001,,,,,,,4,0.8,1,5,5,Magnetic resonance spectroscopy (MRS) is an advanced biochemical technique used to identify metabolic compounds in living tissue. While its sensitivity and specificity to chemical …,https://www.sciencedirect.com/science/article/pii/S0097849320301199,"https://scholar.google.com/scholar?q=related:EeSKuirt3HAJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
6,"X Zhao, I Fujishiro, K Go, M Toyoura, K Kashiwagi, ...",Enhancing visual performance of hemianopia patients using overview window,2020,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784932030039X,"https://scholar.google.com/scholar?cites=6527444994680914419&as_sdt=2005&sciodt=0,5&hl=en",470,2025-02-16 20:07:31,,,,,,,,,6,1.2,1,6,5,"Visual field defect (VFD) is a type of ophthalmic disease that causes the loss of part of the patient's field of view (FoV). In this paper, we propose a method to enlarge the restricted FoV …",,"https://scholar.google.com/scholar?q=related:84HbhqMklloJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
5,"L Guo, C Wang, F Li, H He, F Li",Binary surface smoothing for abnormal lung segmentation,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320300625,"https://scholar.google.com/scholar?cites=17760257035667070&as_sdt=2005&sciodt=0,5&hl=en",473,2025-02-16 20:07:31,,,,,,,,,5,1.0,1,5,5,Accurate lung segmentation in high-resolution computed tomography (HRCT) is important for lung disease diagnosis. When high attenuation patterns with challenging variations in …,https://www.sciencedirect.com/science/article/am/pii/S0097849320300625,"https://scholar.google.com/scholar?q=related:fga7E9wYPwAJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
6,"Y Chai, Y Xu, M Xu, L Wang",Two-layer microfacet model with diffraction,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849319301451,"https://scholar.google.com/scholar?cites=3192074477777811323&as_sdt=2005&sciodt=0,5&hl=en",480,2025-02-16 20:07:31,,,,,,,,,6,1.2,2,4,5,The bidirectional scattering distribution function (BSDF) describes how light is scattered on a surface. Microfacet-based BSDF models assume that surfaces are a collection of randomly …,,"https://scholar.google.com/scholar?q=related:e3eJQNOGTCwJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
3,"R Akiyama, G Yamamoto, T Amano, T Taketomi, ...",Illusory light: Perceptual appearance control using a projection-induced illusion,2020,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320301102,"https://scholar.google.com/scholar?cites=7695147596384706876&as_sdt=2005&sciodt=0,5&hl=en",487,2025-02-16 20:07:31,HTML,,,,,,,,3,0.6,1,5,5,"With projection mapping, we can control the appearance of real-world objects by adding illumination. A projector can be used to control light reflected from an object, where the …",https://www.sciencedirect.com/science/article/pii/S0097849320301102,"https://scholar.google.com/scholar?q=related:PCG24PenymoJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
1,"BT Andrade, B Resch, HPA Lensch, ORP Bellon, ...",An unstructured lumigraph based approach to the SVBRDF estimation problem,2020,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320301473,"https://scholar.google.com/scholar?cites=16978555868238622158&as_sdt=2005&sciodt=0,5&hl=en",488,2025-02-16 20:07:31,,,,,,,,,1,0.2,0,5,5,Appearance preservation aims to estimate reflectance functions to model the way real materials interact with light. These functions are especially useful in digital preservation of …,,"https://scholar.google.com/scholar?q=related:zq18HZvyn-sJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
3,"H Xu, J Li, G Lu, D Zhang, J Long",Predicting ready-made garment dressing fit for individuals based on highly reliable examples,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320300911,"https://scholar.google.com/scholar?cites=15813703956715511539&as_sdt=2005&sciodt=0,5&hl=en",498,2025-02-16 20:07:31,,,,,,,,,3,0.6,1,5,5,"Predicting the dressing fit of a ready-made garment for different individuals is a challenging problem in online garment sales. At present, the main solution involves physics-based …",,"https://scholar.google.com/scholar?q=related:8543y_aPddsJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
1,"FE Kersting, ESL Gastal",Domain transform for spherical geometry images,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320301503,"https://scholar.google.com/scholar?cites=17414441395508260625&as_sdt=2005&sciodt=0,5&hl=en",501,2025-02-16 20:07:31,,,,,,,,,1,0.2,1,2,5,This work presents the Domain Transform for Spherical Geometry Images (DT-SGIM): a filter designed for smoothing triangle meshes represented as spherical geometry images (SGIM) …,https://lume.ufrgs.br/bitstream/handle/10183/190155/001088830.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:Ea8g_S6GrPEJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
3,"CDT Mathew, B Benes, DG Aliaga",An output-driven approach to design a swarming model for architectural indoor environments,2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320300200,"https://scholar.google.com/scholar?cites=12271783636825235718&as_sdt=2005&sciodt=0,5&hl=en",514,2025-02-16 20:07:31,,,,,,,,,3,0.6,1,3,5,We introduce a novel tool for designing a swarming behavior model for a set of virtual agents to automatically capture an initially unknown indoor architectural environment. Our …,https://par.nsf.gov/servlets/purl/10211196,"https://scholar.google.com/scholar?q=related:BmFr8TIiTqoJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
0,"T Schreck, T Theoharis, I Pratikakis, ...",Foreword to the special section on 3D Object Retrieval 2020 workshop (3DOR2020),2020,Computers & …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7579095/,,519,2025-02-16 20:07:31,HTML,,,,,,,,0,0.0,0,4,5,"The aim of the 3D Object Retrieval (3DOR) Workshop series is to provide a premier venue for research in 3D/4D visual content search, exploration and understanding for researchers …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7579095/,"https://scholar.google.com/scholar?q=related:ZcomUcNfCdwJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
0,"M Agus, M Corsini, R Pintus",Foreword to the special section on smart tool and applications for graphics (STAG 2019),2020,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784932030087X,,525,2025-02-16 20:07:31,,,,,,,,,0,0.0,0,3,5,"This special issue contains extended and revised versions of the best papers presented at the 6th Smart Tools and Applications in Graphics (STAG 2019), held in Cagliari, on 14–15 …",,"https://scholar.google.com/scholar?q=related:WAE3ZD1J3IEJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
0,"D Bommes, N Pietroni, R Hu",Foreword to the Special Section on Shape Modeling International 2020,2020,Computers & graphics,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7368407/,,534,2025-02-16 20:07:31,HTML,,,,,,,,0,0.0,0,3,5,"Shape Modeling International (SMI) promotes the dissemination of new mathematical theories and novel computational techniques for modeling, simulating, and processing …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7368407/,"https://scholar.google.com/scholar?q=related:tqsoZUsJ0UYJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
0,"B Kozlíková, B Preim, K Bühler, ...",Foreword: Special Section on the Eurographics Workshop on Visual Computing for Biology and Medicine (EG VCBM) 2019,2020,Computers and Graphics …,research.rug.nl,https://research.rug.nl/files/643976153/1_s2.0_S0097849320301278_main.pdf,,545,2025-02-16 20:07:31,PDF,,,,,,,,0,0.0,0,4,5,We are very pleased to present this special section of the Computers and Graphics Journal (C&G). It features six articles within the scope of the EG Workshop on Visual Computing for …,https://research.rug.nl/files/643976153/1_s2.0_S0097849320301278_main.pdf,"https://scholar.google.com/scholar?q=related:zOden7iHUr4J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
0,"S DiVerdi, CS Kaplan, AG Forbes, CE Catalano",Foreword to the Special Section on the 8th ACM/EG Expressive symposium (Expressive 2019),2020,Computers & Graphics,Elsevier,,,550,2025-02-16 20:07:31,CITATION,,,,,,,,0,0.0,0,4,5,,,"https://scholar.google.com/scholar?q=related:9wqxgStc5B0J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
0,"MP Cani, ESL Ho, T Popa, HPH Shum","Foreword to special section on motion, interactions and games",2020,Computers & Graphics,Elsevier,,,552,2025-02-16 20:07:31,CITATION,,,,,,,,0,0.0,0,4,5,,,"https://scholar.google.com/scholar?q=related:ViZnydQlrcIJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
0,"TW Kuhlen, H Nguyen, T Duval, T Trescak",Foreword to the Special Section on the 25th Symposium on Virtual Reality Software and Technology,2020,Computers & Graphics,Elsevier,,,562,2025-02-16 20:07:31,CITATION,,,,,,,,0,0.0,0,4,5,,,"https://scholar.google.com/scholar?q=related:wzLeRRI2WhkJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
0,"A Tagliasacchi, P Kry",Foreword to the Special Section on Graphics Interface,2020,Computers & Graphics,Elsevier,,,564,2025-02-16 20:07:31,CITATION,,,,,,,,0,0.0,0,2,5,,,"https://scholar.google.com/scholar?q=related:U3BlZRqX9jwJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
0,"S Biasotti, B Falcidieno, G Lavoué, ...",Foreword to the special section on 3D object retrieval 2019,2020,Computers and …,hal.science,https://hal.science/hal-04080430/,,576,2025-02-16 20:07:31,CITATION,,,,,,,,0,0.0,0,4,5,Foreword to the special section on 3D object retrieval 2019 - Archive ouverte HAL Accéder directement au contenu Documentation FR Français (FR) Anglais (EN) Se connecter HAL …,,"https://scholar.google.com/scholar?q=related:13EGQ0OIiA8J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
0,J Jorge,Special Section on SMI 2020,2020,COMPUTERS & GRAPHICS-UK,PERGAMON-ELSEVIER SCIENCE …,,,593,2025-02-16 20:07:31,CITATION,,,,,,,,0,0.0,0,1,5,,,"https://scholar.google.com/scholar?q=related:cWRyvziQVxoJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2020"
163,"G Zamanakos, L Tsochatzidis, A Amanatiadis, ...",A comprehensive survey of LIDAR-based 3D object detection methods with deep learning for autonomous driving,2021,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849321001321,https://scholar.google.com/scholar?cites=1114603189143744334&as_sdt=2005&sciodt=2007&hl=en,3,2025-02-16 19:55:42,,,,,,,,,163,40.75,41,4,4,LiDAR-based 3D object detection for autonomous driving has recently drawn the attention of both academia and industry since it relies upon a sensor that incorporates appealing …,,https://scholar.google.com/scholar?q=related:Ti9u8rHddw8J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
99,"G Fahim, K Amin, S Zarif",Single-View 3D reconstruction: A Survey of deep learning methods,2021,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320301849,https://scholar.google.com/scholar?cites=15401246905713331166&as_sdt=2005&sciodt=2007&hl=en,4,2025-02-16 19:55:42,,,,,,,,,99,24.75,33,3,4,The field of single-view 3D shape reconstruction and generation using deep learning techniques has seen rapid growth in the past five years. As the field is reaching a stage of …,,https://scholar.google.com/scholar?q=related:3osgIXY4vNUJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
84,"JP Ferreira, TM Coutinho, TL Gomes, JF Neto, ...",Learning to dance: A graph convolutional adversarial network to generate realistic dance motions from audio,2021,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320301436,https://scholar.google.com/scholar?cites=14222838162576546222&as_sdt=2005&sciodt=2007&hl=en,8,2025-02-16 19:55:42,,,,,,,,,84,21.0,17,5,4,Synthesizing human motion through learning techniques is becoming an increasingly popular approach to alleviating the requirement of new data capture to produce animations …,https://arxiv.org/pdf/2011.12999,https://scholar.google.com/scholar?q=related:rpk--vOrYcUJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
73,"V Chheang, P Saalfeld, F Joeres, C Boedecker, ...",A collaborative virtual reality environment for liver surgery planning,2021,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849321001400,https://scholar.google.com/scholar?cites=18116694347130638691&as_sdt=2005&sciodt=2007&hl=en,9,2025-02-16 19:55:42,,,,,,,,,73,18.25,15,5,4,"Surgical planning software is a key component in the treatment of tumor diseases. However, desktop-based systems provide only limited visualization and interaction opportunities …",https://www.researchgate.net/profile/Vuthea-Chheang/publication/353310942_A_Collaborative_Virtual_Reality_Environment_for_Liver_Surgery_Planning/links/637ba82e54eb5f547cf0528c/A-Collaborative-Virtual-Reality-Environment-for-Liver-Surgery-Planning.pdf,https://scholar.google.com/scholar?q=related:Y5EMuYVta_sJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
169,"M Matulis, C Harvey",A robot arm digital twin utilising reinforcement learning,2021,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S009784932100011X,https://scholar.google.com/scholar?cites=9922609634929056308&as_sdt=2005&sciodt=2007&hl=en,10,2025-02-16 19:55:42,,,,,,,,,169,42.25,85,2,4,"For many industry contexts, the implementation of Artificial Intelligence (AI) has contributed to what has become known as the fourth industrial revolution or “Industry 4.0�? and creates an …",https://www.open-access.bcu.ac.uk/10987/1/CAG_RL_accepted_version.pdf,https://scholar.google.com/scholar?q=related:NJrQBuQwtIkJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
95,"K Pfeuffer, Y Abdrabou, A Esteves, R Rivu, ...",ARtention: A design space for gaze-adaptive user interfaces in augmented reality,2021,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849321000017,https://scholar.google.com/scholar?cites=8191573386656913281&as_sdt=2005&sciodt=2007&hl=en,13,2025-02-16 19:55:42,,,,,,,,,95,23.75,19,5,4,"Augmented Reality (AR) headsets extended with eye-tracking, a promising input technology for its natural and implicit nature, open a wide range of new interaction capabilities for …",,https://scholar.google.com/scholar?q=related:gZc6J5hQrnEJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
46,"A Oti, N Crilly",Immersive 3D sketching tools: Implications for visual thinking and communication,2021,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849320301667,https://scholar.google.com/scholar?cites=8600036458017860675&as_sdt=2005&sciodt=2007&hl=en,14,2025-02-16 19:55:42,,,,,,,,,46,11.5,23,2,4,Paper-based (PB) sketching involves the challenge of representing three-dimensional (3D) shapes on two-dimensional (2D) surfaces. The recent generation of virtual reality (VR) …,https://www.repository.cam.ac.uk/bitstreams/226d6f69-07c6-4f5f-85e9-9e9217bb1b97/download,https://scholar.google.com/scholar?q=related:QyyQ95d3WXcJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
31,"B Manda, S Dhayarkar, S Mitheran, VK Viekash, ...",'CADSketchNet'-An annotated sketch dataset for 3D CAD model retrieval with deep neural networks,2021,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849321001333,https://scholar.google.com/scholar?cites=12693340754523953589&as_sdt=2005&sciodt=2007&hl=en,21,2025-02-16 19:55:42,,10.1016/j.cag.2021.07.001,,,,,,,31,7.75,6,5,4,"Ongoing advancements in the fields of 3D modelling and digital archiving have led to an outburst in the amount of data stored digitally. Consequently, several retrieval systems have …",https://arxiv.org/pdf/2107.06212,https://scholar.google.com/scholar?q=related:tZlj_inOJ7AJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
32,"R Liu, C Peng, Y Zhang, H Husarek, Q Yu",A survey of immersive technologies and applications for industrial product development,2021,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849321001643,https://scholar.google.com/scholar?cites=1065293573791795442&as_sdt=2005&sciodt=2007&hl=en,24,2025-02-16 19:55:42,,,,,,,,,32,8.0,6,5,4,"With the expanded digitalization of manufacturing and product development process, research into the use of immersive technology in smart manufacturing has increased. The …",https://nscpolteksby.ac.id/ebook/files/Ebook/Journal%20International/Computer%20Engineering/Computers%20%26%20Graphics%20-%20A%20survey%20of%20immersive%20technologies%20and%20applications%20for%20industrial%20product%20development%20-%20%20Volume%20100%2C%20November%202021%2C%20Pages%20137-151.pdf,https://scholar.google.com/scholar?q=related:8shdd9yuyA4J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
25,"C Zhang, W Zeng, L Liu",UrbanVR: An immersive analytics system for context-aware urban design,2021,Computers & Graphics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849321001370,https://scholar.google.com/scholar?cites=2093061660704676626&as_sdt=2005&sciodt=2007&hl=en,27,2025-02-16 19:55:42,,,,,,,,,25,6.25,8,3,4,"Urban design is a highly visual discipline that requires visualization for informed decision making. However, traditional urban design tools are mostly limited to representations on 2D …",https://arxiv.org/pdf/2107.00227,https://scholar.google.com/scholar?q=related:EptKq30MDB0J:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
55,"C Dubosc, G Gorisse, O Christmann, S Fleury, ...","Impact of avatar facial anthropomorphism on body ownership, attractiveness and social presence in collaborative tasks in immersive virtual environments",2021,Computers & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0097849321001758,https://scholar.google.com/scholar?cites=15187437974894394926&as_sdt=2005&sciodt=2007&hl=en,35,2025-02-16 19:55:42,,,,,,,,,55,13.75,11,5,4,Effective collaboration in immersive virtual environments requires to be able to communicate flawlessly using both verbal and non-verbal communication. We present two experiments …,https://www.sciencedirect.com/science/article/am/pii/S0097849321001758,https://scholar.google.com/scholar?q=related:Lr7bJV-exNIJ:scholar.google.com/&scioq=source:computers+source:graphics&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2025
